speaker,words,tags,timestamp
Mike O'Keeffe,"So you don't think the idea of having the rally was a bad idea... ",rocky flats;encirclement,0:32:26
Phil Hufford,"Oh no, the rally, I think the rally is a great idea, and there should be more rallies, you know, and I don't think that people should be expecting 20,000 people to turn out because things have really changed since the last encirclement. We've learned a lot more about the dangers out there. Also, I think people now have a sense that something's being done about the plant, whereas before there was a sense of hopelessness that anything was being done, and I think that's why you had a larger turnout in 83 than you had this year.
",rocky flats;encirclement,0:32:28
Mike O'Keeffe,"Yeah, I mean, in the wake of the FBI raid, everyone, Steve Perry was telling the press, we're gonna get 40,000 out there. He's telling people privately, I wouldn't be surprised if we get 100,000.",rocky flats;encirclement,0:33:02
Phil Hufford,Yeah. ,rocky flats;encirclement,0:33:17
Mike O'Keeffe,5000 show up.,rocky flats;encirclement,0:33:17
Phil Hufford,Yeah. ,rocky flats;encirclement,0:33:18
Mike O'Keeffe,"What happened? Not only with that, Nelson Bach is telling everybody he's going to fill up",rocky flats;encirclement,0:33:19
Phil Hufford,That was a little...,rocky flats;encirclement,0:33:27
Mike O'Keeffe,"800 people or something like that. Yeah, Paula and Sue were less ambitious. They just said they wanted to provide an alternative site, right? How many people are you expecting to show up, they would say, well, that's not important, the important thing is an alternate site, but here's three events that you know, if you're looking at it from a numbers point alone, which we in the media tend to do, they were dogs.",rocky flats;encirclement,0:33:29
Phil Hufford,"Yeah, perhaps. ",rocky flats;encirclement,0:33:58
Mike O'Keeffe,"Some other things, but in terms of numbers alone, if you just look at it, that one admittedly very superficial level, there were there were failures, they didn't work.",rocky flats;encirclement,0:33:59
Phil Hufford,"Well, I would, I would challenge the fact that they were failures, but I can, you know, I can see what you're thinking in this, and yes, in 1983 there were substantially more people at Rocky Flats. I was at Rocky Flats in 1983 and I was not there 1989, I was at the state capitol, and I think there's a couple of factors at work here. One is that I do think that a lot of people feel that something is being done, which was not the case in '83 There it was, just, you know, a sense of... Well, yeah, and I, but there's been the FBI raid, I mean, suddenly there's activity surrounding the plant, and the governor's involved, and there's these deals with the DOE, and there's constant revelations of new things, you know, the criticality events, and the just a lot of activity in the media about Rocky Flats, and I think a lot of people feel that something is being done. I also think that this this year the controversy over the risk to demonstrators at Rocky Flats and the possible alternate sites and the kind of a question that was raised in the public's mind might have had something to do with it. But, I would also point to what I consider to be a deeper and perhaps more important cause here, and that is that I think that people in the Denver metropolitan area, and this includes people in the, in the mass communications media, are the victims of a, I guess you call it a disinformation campaign or a propaganda campaign, and that has been going on for 30 years.",rocky flats;encirclement,0:34:12
Mike O'Keeffe,"And yet you know there's definitely been a disinformation or a propaganda campaign. I would not dispute that at all. You're absolutely right, and yet in the early 80s, late 70s and early 80s, there were some very successful rallies where they were getting closer to 10,000 if not a little more. ",,0:36:22
Phil Hufford,"Well, I went out to that, yeah...",,0:36:50
Mike O'Keeffe,"And you know, at that time, you know, the Rocky Flats movement was trying to piggyback on anything and everything it could, it was getting, you know, the nuclear power issue, right, the various, you know, the freeze campaign, that was a very important.",,0:36:54
Phil Hufford,Disarmament.,,0:37:16
Mike O'Keeffe,...issue in the early 80s...,,0:37:17
Phil Hufford,Disarmament issue.,,0:37:19
Mike O'Keeffe,Right.,,0:37:20
Phil Hufford,"Well, and I think you see...",,0:37:23
Mike O'Keeffe,"We've seen, we've seen sort of highs and lows in this...",,0:37:25
Phil Hufford,"Right. Well, and just look at that, that cycle you described there, the nuclear power thing, they had that Safe Power Amendment campaign here in 1976 the the the freeze movement was very big in, you know, 80, 81 to 83 and that's when the encirclement, that the major encirclement happened was in 83 sort of at the height of the nuclear freeze movement, and so you know, Denver is not in a vacuum. In fact, Denver is quite a critical clog in the national military industrial complex, and the national establishment is very concerned about what goes on in the Denver metropolitan area, and when you get a lessening of concern about disarmament and a lessening of concern about the freeze, you get a lessening of concern about nuclear power, because they aren't building any more nuclear power plant... Those people who were drawn into Rocky Flats as a, as a focal point for those issues that they were interested in, don't see it as that kind of a focal point anymore, and therefore you can expect that there might be some reduction in the numbers of people that turn out, but you know the important thing to bear in mind here is the effect of, or the reason for holding these demonstrations and these rallies. One reason is to try and put pressure on the powers that be, on the state power structure, on the national power structure, on the local power structure, to do something, and of course, if you can turn out 100,000 people, that's going to be more pressure than if you turn out 5,000 people. But, also another very significant aspect of holding these demonstrations is just an education in public awareness function, and I think in that regard, this was very successful, because people now I think are beginning to understand how truly dangerous that plant really is. ",rocky flats;encirclement,0:37:31
Mike O'Keeffe,"And yet they're not doing anything about it.
",,0:39:55
Phil Hufford,"Well, I think they're they're going to be a lot of people avoid that plant that never would have avoided it before. And I, you know, it's a... Here, you are fighting this disinformation or propaganda campaign in trying to get new and discrepant information out to people. People don't like to think that they are at risk. People don't, you know, they don't like to worry about their children and all of that. They like to think that everything's okay, and when you have the head of the state health department telling everybody not to worry, be happy, then people like to hear that, you know. But I think that this series, these demonstrations brought up a point that there is a very real risk out there, and that suddenly a lot of people who never would have thought about it before have begun to think about the nature of the risk. And so from that standpoint I think it was successful, and it, as for the Nelson Bock town meeting, you know, that was just totally inadequate time to plan that. I mean, you know, the I think people were overreacting to, you know, what they, because the people that are, that are concerned about Rocky Flats tend to think everyone else is concerned about it, because they have done some research and they realize how grave the risk of that plant is. If people really understood how truly dangerous it is, I think that you'd be seeing tremendous amounts of activity, but people don't, because a lot of the risks out there are of a technical nature. I mean, we at the Denver Region Greens have gotten some anonymous mailings from somebody at Rocky Flats inside has sent us schedules of processes to start out there, and some of those processes just just send a chill down my spine. When I look at one, a molten salt extraction process for plutonium.",rocky flats,0:39:57
Mike O'Keeffe,You think the technical aspect of this puts the average Joe off?,,0:42:11
Phil Hufford,Well...,,0:42:17
Mike O'Keeffe,The average Joe can't see radiation...,,0:42:18
Phil Hufford,That's right.,,0:42:21
Mike O'Keeffe,Can't taste it. None of us can.,,0:42:22
Phil Hufford,That's right.,,0:42:24
Mike O'Keeffe,"I know myself personally. I often feel overwhelmed when people start talking about so many disintegrations per whatever, terms like cesium and tritium, tritium. Yes, you know, I'm not a chemist, I'm not a biologist. I hated those subjects in school, did my damnedest to cut them every time I could. This is really overwhelming for me, and I, you know, I get paid to sit down and look at this stuff, people who aren't, you know, who worked in a factory or in an office all day don't have the luxury that I do.",,0:42:25
Phil Hufford,"Yes. Well, and that could well be part of it. And, and they're getting this other information that people who are raising these questions are just troublemakers, and and everything's okay, and gosh, you know, why, why be concerned, and ""we're taking care of you, and we're looking out for you."" Which, of course, is not the case, if you, you know, I mean, if just from your research, it should be clear that there are a lot of the public welfare is not being protected, in fact, is being sacrificed, and, and I think that's a large part of what's, you know, going on here, that there is a technical end of this that people don't want to take, that the words that end in the I-U-M, kind of, you know, fade into this calm, you know, uranium, plutonium, tritium, americium, cesium, strontium, all of those are just the words that people don't really know what they mean, and that's always been a problem with this, and so those of us who do know what they mean are just horrified at what is going on. Well, let's say many of us who know what they mean are horrified, and yet other people, when you, when you try to talk to them, their eyes just glaze over, and this don't worry, be happy, you can see that playing in the back of their minds, so that's part of the propaganda and disinformation. I mean, the people at Rocky Flats themselves will say plutoniums, no big problem, you know, they really don't think it's that dangerous to the, you know, contrary, or going against many reports that show how dangerous it really is. And if you look at the attitude towards Dr. Carl Johnson, here, you know, he is just trivialized, yet in the world he is, he is lionized in the world, but he is trivialized in Colorado, because you know it's obvious economic and political implications to what he has to say.",rocky flats;carl johnson,0:43:11
Mike O'Keeffe,"Do you see the Rocky Flats movement gelling at any time soon. There's been some of the personal issues I don't imagine could ever be resolved unless the players sit down, and I think Tom Row was probably the best person to mediate those kind of things.",rocky flats,0:45:34
Phil Hufford,Well...,,0:46:00
Mike O'Keeffe,"Other issues, the philosophical issues are these things that people are going to be able to get past and move on, because you know, here it is. I guess the premise that I've been working on is that in June the FBI gave the Rocky Flats alliance activist community a great opportunity. Everybody, you know, I'm not just coming to my own conclusion on that. I mean, there's... I have clips and newspaper stories with various activists saying this is a wonderful opportunity. This is going to be the thing that's really going to break their back. But now, as we're approaching the end of the summer, what you know, the great hopes that everybody had have really faded.",rocky flats; rocky flats alliance,0:46:00
Phil Hufford,"Well, I think that there is... No, I don't think there's going to be a magic reconciliation, and everybody's going to be buddy buddy, you know there are just too many different egos involved...",,0:46:49
