speaker,words,tags,timestamp
Phil Hufford,"Well, money... See this, yeah, well, yes, I think that that money is targeted to help the TAG, the technical assistance grant organization, or organizations to perform some minimal independent testing, and that is very important, and I mean, relative to the, I mean, they're talking about $40 billion to clean up Rocky Flats, and they're talking about giving these people $50,000. I mean, as a pittance, but that I think with Paula and Sue, in particular, that was a facet of, you know, insult or disagreement, and this goes back to Jan Tilcher and Citizens Against Rocky Flats contamination, and all of that. I assume you know a little bit about that.",rocky flats;movement politics,0:07:27
Mike O'Keeffe,Jan wrote a letter to the EPA saying...,,0:08:30
Phil Hufford,"Right, and she were not bona fiding organizations, and blah blah blah, and that kind of backbiting is not really productive. But the what I'm getting at is that the, any kind of wedges that can be driven will be driven here, and particularly in Denver. I mean, people that live here, I don't think truly don't think understand the strategic importance of what's going on here from a military standpoint. People here just don't realize that Martin Marietta is a big deal, and that there isn't... Right, and that there is no other Rocky Flats plant in the United States. I mean, that is the only one.",rocky flats;movement politics;friendly hills,0:08:33
Mike O'Keeffe,"I certainly agree with that, but I'm not sure that I see...",,0:09:28
Phil Hufford,"Well, what I'm getting at is this. Okay, let me, let me explain.",,0:09:32
Mike O'Keeffe,"I mean, ""Steve Perry, he's a DOE plant,"" which even his most ardent critics wouldn't say that he is a plant.",movement politics,0:09:37
Phil Hufford,"Well, but what happens is that infiltrators get involved in organizations that wouldn't be the first. Time, it's happened here. There was a socialist worker party case here, where the FBI ended up paying them money. There was a case of the Vietnam Veterans Against the War, who there were people here that were agent provocateurs that got people at demonstrations arrested. They're called the Limmer Brothers, and then they were later on high up in the National Vietnam Veterans Against the War. So, I guess what I'm saying is that there, there is a variety of levels of pressure and of involvement going on here, and I like, I have to...",movement politics;cover up,0:09:49
Mike O'Keeffe,Do you have any evidence of infiltrators?,movement politics,0:10:38
Phil Hufford,"No, I don't offhand. I mean, you know, you can point to strange events and things, and you can wonder about it, and, and I don't really want to dwell on that as a, as a major source of all this, because there are these genuine differences, and I think the genuine differences are are part of a problem of unif- unifying everyone, and I don't really think everyone's going to be unified. What I think is going to happen is that you're going to have people who are affected, here I'm thinking of residents who live in contaminated areas working to get some kind of a settlement from the government, they want some kind of compensation, and they're going to be people going to help them, they're going to be other people who aren't interested in helping them, but are more interested in the anti nuclear emphasis, or a Colorado Freeze Voter, or something like that, and I see all of those proceeding along in their own tracks, but even though they've got their own tracks going, the ultimate goal is to get Rocky Flats shut down and people compensated for damages, and to clean up the environment, and so I think we're just going to see a shakedown here in terms of people finding their roles in this, and I don't know that this great unity is really even necessary to be effective in accomplishing the ultimate goal, which is to close down Rocky Flats.",movement politics;rocky flats,0:10:41
Mike O'Keeffe,"Well, I don't think anyone would say that everyone should belong to one big group, or that everyone should agree with everyone on every point, but has the personal problems, the philosophical problems, and the strategic problems, have they hurt proceeding to that ultimate goal?",movement politics,0:12:18
Phil Hufford,"Well, yeah, I think they have. Yes, sure. Of course, I think they have. I think that, you know, maybe part of the reason there was not that much enthusiasm locally here amongst all the other things we were talking about for the demonstrations was the fact that people looked and saw that, well, here's a group wants to encircle Rocky Flats, and and then there's a bunch of people saying, ""Well, that's not such a good idea, and gosh, you know, these guys can't, can't seem to agree amongst themselves. Why should I, you know, why should I put the energy into this if they haven't gotten their act together,"" and it's unfortunate for people to look at. I mean, to me that indicates the hypnotic state that most people, you know, if you want to talk about the general public in here, it's not really, you know, fair to generalize to that extent, because people have different levels of awareness of what's going on, but you know, just in broad terms, if somebody is is allowing their fate, their life to be determined by their perception of some kind of bickering going on between groups and their life's at stake, well, they ought to think again, and to me it's just indicative of this people, this disinformation propaganda campaign, where people been lulled into this hypnotic state where they don't know where their interests lie, and they are literally unaware of reality. They have been cut off from where reality, and you know there are many different ways to attack the problem out there, and you know, as a Green, the Greens encourage diversity. The Greens encourage people to take actions that you know they encourage small groups to break off and go do things that don't have to be associated with the larger group. The idea is to provide people a vehicle, some method to accomplish what they feel needs to get done, and I think that's the best way to look at what's going on here. You know, Paula and Sue, for instance, have this forte of doing research; they have not shown any interest in organizing community associations, or organizations, or neighborhood associations of people who are victims. Now, they, you know, maybe that maybe they shouldn't be doing that. I mean, their forte is somewhere else. The problem is when they start feeling because somebody else is doing the organizing in the community that their turf is being stepped on. I mean, that's where it becomes sort of an egocentric problem if they're going around trying to sabotage the efforts of other people on the basis of some sense of ownership of this issue, because the issue is bigger than the ownership of any individual or of any group, and there are many different ways to deal with the problem out there, and some of those need to be technical. You need to have these TAG grants where you can get people out there that can speak on a technical level in technical forums, and you also need people who can go out and organize people who live in neighborhoods and get them united, so that they can do whatever they've got to do, either they can go in as a united front, or they can take out lawsuits, or do whatever they need to do, and then you need people who are interested in a political level, you know, when I go down and they want to lobby, or they want to organize demonstrations, or whatever. I mean, there's a lot of room for action in here, and to feel that everybody's got to be working on the same course in the same way is really a tremendous mistake, and to have it, you know what I'm afraid of is, and I mean it's happened, so it's just it's more bemoaning a fact than being afraid of something happening, it's already happened, and that is that the general public is being manipulated once again over the divisions that because there are divisions that somehow this is not important, and it's like a trivialization. It's like when they had the encirclement in '83 I saw the news coverage of that, and they were making out like it's a big party, you know, and that the people.. if that same thing happened with the rally at the state capitol. If you listen to some of the news reports on the radio, they were trying to make it out like there was really nothing serious going on there, because they had bands and Ben and Jerry's ice cream was there, Don and Jerry's, or whatever it is, was there handing out ice cream bars that had some political statement on there about this 1% project, and so the attempt has been to trivialize things and...",rocky flats;encirclement;movement politics;cover up,0:12:46
Mike O'Keeffe,"By the media, or by...?",,0:18:09
Phil Hufford,"Sure, by the media. I mean, when you might make out a rally about Rocky Flats, it's just another 60s hippie band rather than a serious statement on the part of the people who were there about Rocky Flats, that's trivializing what the people were there for, and that's fairly...",rocky flats,0:18:11
Mike O'Keeffe,"To me, it doesn't create the division...",movement politics,0:18:29
Phil Hufford,"Well, no, but they play the divisions up as if they are... therefore the effectiveness of the whole thing is is being shot down, where the fact is that there the effectiveness is there, but it's happening on different levels, you know, and it's it's kind of a matter of perspective, all right, and what I found is that the media in Denver, and I'm not referring to Westword, which is probably one of the glaring exceptions to this, have taken a very establishment view and have been very active in this trivialization process... ",movement politics,0:18:32
Mike O'Keeffe,"I would agree with you on that, I would agree with you 100% on that...",,0:19:15
Phil Hufford,"And so they portray the division in any, any kind of divisiveness they can dig up, they're going to try and portray that as ineffectiveness.",,0:19:19
Mike O'Keeffe,"The media barely even reported on that, the Boulder papers, I don't know if you're familiar with the Boulder...",,0:19:29
Phil Hufford,"Yes, the Camera...",,0:19:35
Mike O'Keeffe,"The Camera and the Colorado Daily, and the Colorado Daily has got a long history of being an advocacy paper, very strong on rocky class issues, very useful of the plant. They reported on on these things to some extent, but the Denver papers never really did I haven't watched much, all that much TV recently just moved, and I have no reception. I don't know what the TV stations did. I think you're right. They probably, I mean, they trivialize every damn thing they touch.",,0:19:37
Phil Hufford,"Well, certain things they do and certain things they don't, and but they do certainly trivialize Rocky Flats, and protests against Rocky Flats, and believe me, I mean, I've, I've lived here for over 25 years, basically, and I've seen it, and you know, Adrienne Anderson, when you get a chance to talk with her, just to get some idea of the role of the media here, the larger major media sources, the National Toxics Campaign has developed all this information on the Martin Marietta, you know, toxic contamination, the water supply there that went to Friendly Hills, and she went to the local papers with all this documentation, and repeatedly showed it to them, and they refused to mention. I mean, they never printed a word. And finally, she went to the New York Times, came out, ran a big story. I mean, it became a national, national issue. And then the local papers picked it up, so...",rocky flats;friendly hills;encirclement,0:20:14
Mike O'Keeffe,"And the New York Times, and you know, the news weeklies have done a better job in reporting the FBI raid.",rocky flats,0:21:19
Phil Hufford,"Well, and the same thing holds with Rocky Flat, exactly. And foreign newspapers, you know, ask Paula about the Dutch newspapers. People in Holland know more about Rocky Flats than people living in Denver do.",rocky flats,0:21:26
Mike O'Keeffe,"I was in Turkey last year, and met a guy in the Grand Bazaar there in Istanbul, and a guy came up to me, and we started talking, and he asked me where I asked from. It's pretty common that Turks are real curious people, they get in your face, and they say, ""Who are you, and what are you doing here?"" And it's not out of any hostility. They're just generally interested in who's coming to check them out. And we started talking about Colorado, and he said, ""Oh, I know about Colorado,"" and I thought he was going to start giving me some crap about Dynasty or something, but instead he started talking about Rocky Flats. He had seen Dark Circle, he had seen a documentary done by the BBC, I think, on the encirclement in '83 and he was a young guy who was only 19 years old, 20 years old, but he was, he knew a lot more than most people in Colorado do about what has been going on in the history of the plant, and he'd never been out of his own country, never been out of Istanbul, for that matter.",rocky flats;encirclement,0:21:42
Phil Hufford,"Yeah, well, then you've discovered the syndrome where people living in foreign countries know more about America than Americans do. Yeah, and that's that's why Americans are so easily manipulated, I think, because the facts, we're spoon-fed facts, and you know it's what's more important is what we don't know than what we know, and Americans, you know, we feel that we have a free press, and etc, and we do. It's just that people don't know how to use it. People take what they get off of television or from newspapers as news, they don't do any digging, whereas people that live in other countries, particularly in totalitarian countries, they know how to read a newspaper. They know that the most important thing in that newspaper might be some little three line article on page 86 you know, or on the back page that's buried somewhere that contains some little item that they're trying to minimize and hide. Here, people equate significance with the amount of space and the print, you know, if it's a headline and it's a big deal. If it's not a headline, then why worry about it? So that's why I think that people in the Denver metropolitan area in Colorado, when proud of the union in the country, really, but are so easily misled as to what their interests are and what's important, and they, it's, it's almost like a refusal to see what's going on around them, and the importance of things are minimized. People do not, people are not taught to think strategically here about Rocky Flats. I mean, most people in Denver just consider Rocky Flats like the Gates rubber plant or something. I mean, you know, it's just another factory.",rocky flats,0:22:53
Mike O'Keeffe,"Well, you know, I would disagree with that, because if you look in what is, in my opinion, one of the best barometers of public sentiment, the graffiti on restrooms, and I live in...",,0:24:55
Phil Hufford,"I guess, I haven't seen much of that lately.",,0:25:15
Mike O'Keeffe,"There's all kinds of glow in the dark jokes and stuff like that. Yeah, I think you know the point that you're making about denial is very true, but people deny it and their anxiety comes out in rather than in activism, through humor.",,0:25:19
Phil Hufford,"Well, that's it. I guess what I'm saying is that there's no recognition that people can do anything to change what's happening. You know, part of the conditioning of Americans is that we are powerless. I mean, we're told we're the most powerful country, and all of that, but any individual is made to feel like they can accomplish nothing, that they, you know, why vote? You know, it's all rigged, it's, you know, you're not an expert, you know, I mean, this whole strain of powerlessness running through there, and so people don't even try, you know, they become very cynical, and here they are really in a position to do an extraordinary amount of exerting pressure and, and fighting for their rights, and for their health, and everything else, and yet they've been made to believe that it's a waste of time, and that's just part of the disinformation and propaganda program, as I see it, and the the inability to see where this all fits in to the world and into the national scene and into the world scene, and how you know how important it is, what's going on here. People just don't have a sense of that. They might grow in the dark jokes, but there's no sense that this is tied in to some huge set of activities that's ongoing and is of extreme significance in maintaining that. It's just that people aren't encouraged to think that way, and when people start talking about that, then they start getting trivialized, they start getting labeled as troublemakers, or their credentials are questioned, or whatever, I mean, you know, yeah, that's that's another way they go at it. And the idea, like this idea of government manipulation, of infiltration, of trying to create divisions, you know. I don't know. I mean, things happen that are hard to explain sometimes.",,0:25:35
Mike O'Keeffe,"Certainly, I mean, the government in the FBI search warrant, you know, they say that Rocky Flats has mounted this massive public information campaign, is the way they put it. Yeah, might put a dis- before the information. Yes, but you know, even still, I, if you, if you look at the movement itself, you know, a lot of the problems that have been created were not created by that. I mean, Jan Pilcher doesn't give a rat's ass what the DOE tells her, she questions everything that they say, and that's good and at the same time she also wrote the letter to the EPA.",cover up;rocky flats,0:27:54
Phil Hufford,"Well, but let me ask you this, Mike, you know, who's maybe, maybe, and I don't know that Jam Pilcher is a good.. I really not familiar with, with that particular incident in its minute detail, but you know, doesn't it sound possible... And here again, I don't.. I guess I want to, you know, blow something out of proportion here, but that people might be used from their own, you know, perspective. You know, take well, the people might be used unknowingly, you know, they think that their interest as individuals maybe that they're not getting enough recognition for what they're doing, or whatever, that they've been slighted somehow. Somebody comes in, takes those people with those personal motives, and uses them to their own ends. Okay?",movement politics,0:28:37
Mike O'Keeffe,"Certainly possible. Yeah, that it's possible, but I'm just wondering if you can give me any specific examples of that.",movement politics,0:28:37
Phil Hufford,"Well, you know, anything I could bring up would be purely conjecture, because you know, you'd have to really mount a, an in-depth investigation, and I mean, if you were interested in doing that, I could, you know, you. Maybe give you some leads to follow on it, but to just, you know, to say something glibly, I, you know, I'm somewhat loath to do that, because... ",movement politics,0:29:44
Mike O'Keeffe,"Let's talk about this off the record, just between us, what would be some of those leads that...",movement politics,0:30:10
Phil Hufford,"Well, you know, I guess I off the record, I there was this sudden and remarkable change between the working relationships with Paula, Sue, and the rest of us. Just bango, I mean, I can put a date on it, July 18, 1989. Everything was fine, and then suddenly they just flipped, I mean, there was a switch. It's like they started this vendetta against Adrienne Anderson, that you know, and some of that was totally not true or rational or whatever. I mean, after repeated corrections of incorrect information, they kept giving out incorrect information, totally unfounded allegations, no evidence. But you know, where did they get this? Where did that come from? I ask you, I mean, I don't know.",movement politics,0:30:17
Mike O'Keeffe,I don't know either.,movement politics,0:31:17
Phil Hufford,"I don't know, but that's not the first time something like that's happened around here. And there in my mind I have to quit, you know, when people networks of individuals, contacts of individuals have been involved in other situations have become quite divisive, where government agencies have been involved with some of those individuals, that sort of thing. I, you know, I just got to wonder what's going on.",movement politics,0:31:19
Mike O'Keeffe,"You think that the money that the EPA is granted has had anything to do with that?",movement politics,0:31:55
Phil Hufford,I don't know. I think everything has something to do...,movement politics,0:32:01
Mike O'Keeffe,"When you throw money into the pool like that, and say ""You people fight for this, you determine who's going to get it."" Is that something?",movement politics,0:32:05
Phil Hufford,"Well, I think that's a minor, minor facet of what I'm talking about. I think that's a very minor facet. You know what I'm implying here is that there is sort of an active intelligent system at work here that preys upon vulnerable people in different circumstances to change their behavior and to get them to become divisive and that those people are working out of their own personal motives, but are being used for a purpose, you know, that that is one to try and prevent any effective resolution to problems that people have living in neighborhoods, or whatever, and to bring, and to keep things under the rug, to keep information from going public, to you know, I mean, it's not just one thing, this is a constant process, it's a, it's a continuous kind of, well, you know, it's not just a one shot deal, and the Denver metropolitan region is a fairly sensitive region, and we've got NCAR here, we've got the National Bureau of Standards, we've got some of the most sophisticated space technology and space research facilities here, last Jilla. I mean, this this area is a strategic area to the military industrial complex of the United States, and anybody that starts raising embarrassing questions and causing problems by, I don't know, you know, by getting people to wake up or helping people who've been victims of this, exposed to nerve gas agents or exposed to plutonium, or whatever, and the attitude is start exposing the attitudes of the people who are running these military operations, who are not very interested, it seems, in the health of the locals, you know, they're willing to sacrifice them as unfortunate costs of maintaining the establishment they got going here. Well, they don't like that, when people start doing those things, they want to put a cap on it. Well, that's all.",movement politics,0:32:16
Mike O'Keeffe,"If you come across in your work in the future, if you come across anything that you feel is a concrete example of that, that you would like me to go after, you know, feel free and give me a call. I mean, I agree. I agree with you 100% .There, the motive is there, the resources are there, the history is there. They've done this many, many times here and elsewhere, you know. The CISPES probe, even more recently, the Earth First investigation, real good examples of that, and if I've talked with some environmentalists about that, and then some are real concerned about the possibility of the FBI going after the environmentalist movement in the same way they went after Central American activists just a few years ago, so if you do ever come across any evidence of that, I'd love to hear it, and I can tell you, I would go after that wholeheartedly. I'd love to catch them in the act. Were you familiar at all with the FBI thing with CISPES? Did you hear anything? ",movement politics,0:35:06
Phil Hufford,"A little bit. Yeah, I heard about the guy down in Texas, and yeah, you know.",,0:36:17
Mike O'Keeffe,"There was a guy here in Colorado, in Boulder, that was one of the people listed in the files, and he was, his name was Gonzalo Santos. He has since left Colorado, real good guy, worked at the University of Colorado, real rabble-rouser, but in a real fun sort of way. He was real active in the CIA protests at the university a few years ago, really just a nice guy all the way around, real entertaining. I really loved talking to him, and they had a file on him. I mean, I know a lot worse stuff that Gonzalo was involved in, legal, but if they really wanted to make a case against him, they could have. They had a file on him, and it was just because he had attended a few meetings. Yeah, they even blew it on that because he was much more involved than their files indicated.",,0:36:22
Phil Hufford,"Well, the thing you need to watch out for is that even though they are not the sharpest and they make a lot of mistakes, you know it has profound implications what they're doing, and so I'm just offering that as, as something that I wouldn't be surprised if it's going on here, and the thing is that unless you're, unless you really are committed into doing some, some heavy duty investigation, then all of the stuff you know, it's on the surface, it there's plausible explanations for x, y, and z. You have to look at patterns over the years, and you have to see who's been talking to whom about what, and where, and who they were with when they were doing it, and you know, there are networks there that are extensive, but it's nothing that you can just lay out in a one hour little, you know, conversation, so you know, if you're... I'm really not sure how to proceed on this, but you know, if...",,0:37:21
Mike O'Keeffe,"Let's just keep our eyes and ears open, and...",,0:38:43
Phil Hufford,Alright...,,0:38:45
Mike O'Keeffe,"talk about it, you know, as it goes along... ",,0:38:46
Phil Hufford,Alright...,,0:38:49
Mike O'Keeffe,"But that would be something, I mean, they really are scummy.",,0:38:49
Phil Hufford,"Well, and the thing is, if you look at some of these cases, they take people who are vulnerable, and they use vulnerable people, and a lot of times they just throw them to the wolves when they're done with them, and I mean, totally callous, you know,",,0:38:54
Mike O'Keeffe,That's what they did to the guy in Texas.,,0:39:13
Phil Hufford,"Yeah, yeah, yeah, spit them out and threw him out, so it's sort of the same thing is happening with people living in Arvada and Broomfield, and you know, they did nothing to help those people in Broomfield when the tritium hit the water supply. It was, ""oh, well, gee, we'll see what happens,"" you know, what is that? When that happens, what is that?",,0:39:15
Mike O'Keeffe,"Well, Philip, thanks for taking the time out to talk with me. I appreciate your insights, and good luck with the Greens and all your efforts. Hopefully, some of the problems that. The we've been discussing will be resolved in one way or another, that's positive, and my goal is not to say ""look what a bitch Jan Pilcher is,"" and or ""look what a bitch Paula Elofson Gardine is.""",movement politics,0:39:47
Phil Hufford,Yeah.,,0:40:14
Mike O'Keeffe,"My goal here is to take a look at the problems, and hopefully have them, if not be resolved, at least force people that are involved in this kind of work to take a look at what's going on and see how they can be treated in a, in a satisfactory manner for all, and to get things on track, and to get people starting to think about this. So I want to make it clear that I may have focused on some of the less pleasant developments in the last couple of months, but my goal isn't to say, look how stupid these people are, or how embarrassing they are, or whatever, because everyone that I know involved, I have never met you before, but I've met Tom Rowe many times, and Steve Perry many times, and Paula and Sue many times, to name just a few, and I don't think anyone there is motivated by anything other than good to see that either the plant is closed or that it's made safer, or what have you, and I'd like to get them on on track, see where they go with that.",movement politics,0:40:14
Phil Hufford,"Yeah, well, be interesting to see.",,0:41:37
Mike O'Keeffe,"Well, good luck with your efforts. I hope...",,0:41:41
Phil Hufford,"Well, thank you. Yeah, yeah. Well, we'll, we'll see. And, of course, the Greens are interested in a lot more than Rocky Flats, of course. So, we've got other, other fish frying as well. So...",rocky flats,0:41:43
Mike O'Keeffe,"Yeah, the Greens are an interesting group too, travel through Europe before. They are real... The Greens that I've met in Europe are real neat people. I'd like to see what they've been doing transferred here.",,0:41:59
Phil Hufford,"Yeah, we're giving it our best shot.",,0:42:14
Mike O'Keeffe,"Yeah, well the cards are much, staked against you much higher here. Yeah, this two party system, and all that...",,0:42:16
Phil Hufford,Yeah.,,0:42:23
Mike O'Keeffe,But so it goes.,,0:42:23
Phil Hufford,That's right.,,0:42:26
Mike O'Keeffe,The American ingenuity...,,0:42:27
Phil Hufford,"Yeah, that's it, that's they're putting us to the test. Okay, well, you're welcome, and if I can be of any further help, give me a call. ",,0:42:29
Mike O'Keeffe,Will do.,,0:42:44
Phil Hufford,All right. Goodbye.,,0:42:44
