speaker,words,tags,timestamp
Adrienne Anderson,"Well, yes, in Brush Creek itself, in the surface water system, as well as the groundwater system that recharges into it, there is evidence of over 70 contaminants in that system, half of which are known or suspected human carcinogens. So, on any given day, based upon whatever Martin was dumping, we also found, I mean, you think the FBI thing on Rockwell is shocking, there's evidence of 91 different illegal outfall pipes that go straight into Brush Creek. When Martin knew fully well it was going into a municipal water supply at the bottom of the hill.",martin marietta,0:12:52
Adrienne Anderson,"Well, yes and no. Now you know we have been very active on this for the last five years. When Lamm was in office, the victims in Friendly Hills asked to meet with Governor Lamm. He didn't, and this was to request a monitoring committee on Martin Marietta, given what we had learned up to that point. And at that point, we didn't know the scale of what we know now, but we knew enough to see that there was a pretty big scandal involved with this, we didn't yet know the state's complicity in it, except in the briefest, most scanty forms, but it was clear that the water board was guilty of criminal activity, as well as Martin Marietta, and also it was clear that the water board and Martin had lied to the public and lied to the EPA about the nature of that situation there, and Governor Lamm invited Martin Marietta personnel into the meeting, who you know that actually lived in the neighborhood, said, ""We've never seen any evidence of sick children. These people don't know what they're talking about."" And Candy Logue, who had a four-day-old son who died of a cardiac birth defect, ended up, you know, in a big verbal fight with this guy saying, ""you should have been there, Mr. Casto, when my son died."" We now know that that person in Friendly Hills was being set up by Martin Marietta to counter organize the neighborhood and try to prevent the victims from coming to full discovery about the scale of it. So it was a very ugly situation where the company was actually threatening the residents, and I mean, there was all kinds of nasty things that were going on during that time frame, fortunately, which were not successful. A lot of the people did become so frustrated and despondent and depressed that they dropped out of the effort, but others, you know, who were strong enough, you know, continued on. So that's the kind of gist of the Friendly Hills situation, but in the five years of looking at that, we were so alarmed to find the complicity of the Denver Water Board, and then just really in the last six months or so, we have now seen really extensive documentation of the fact that the state knew it as well, we obtained in the last year evidence of the state health department learning in 1957 that that water supply at Kassler was being polluted by Martin Marietta, which was virtually from the day that Martin opened its doors in 1956. And the state had recommended that there be some sort of alert procedure set up so that when Martin was pouring stuff down the hill, that the cities of Englewood, Aurora, Denver, and Littleton, who were receiving Kassler at that time, could be notified, but we also found documentation that that alert procedure was never put into place or never used.",martin marietta;friendly hills,0:13:36
Juc Speaker,Didn't I read somewhere where they built a pretreatment plant to deal with that problem in 1966?,,0:16:15
Adrienne Anderson,"No, there was no, no pretreatment. They do have a wastewater facility there, but it's... it doesn't treat the industrial waste.",,0:16:24
Juc Speaker,The Kassler water treatment people built pretreatment.,,0:16:33
Adrienne Anderson,"No, no, the treatment at Kassler consisted of filtering the water literally for twigs and leaves. Then they added chlor... they did a chloramination process, which adds disinfectants, and it was delivered. They never had, they never, before 1985 when the water supply was closed down, never tested the water, according to, you know, according to evidence that we've looked at, admit that they never tested the water once for volatile organic chemicals, although they fully knew they were rolling down the hill into their drinking water supply. There's evidence of dead fish, dead beavers, suds on the creek, oil flowing down the surface, and again virtually daily evidence of chemical contamination of Brush Creek, and which would be the case because the EPA and the state had granted Martin a permit to dump on a routine daily basis into that creek, even though we now know they knew it was a drinking water tributary to the well, and on top of that allowed Martin to violate even those levels for a permit they should have never had in the first place allowed it to violate even above those levels several dozen times, and that continues to this day, where they continue to dump into that creek. So, what we found basically is that the state and the EPA allowed Martin Marietta to use a Denver water supply source, basically as a toxic toilet for 30 years of illegal dumping, Martin is one of the only companies in the region that did not take its waste to the Lowry landfill, which you can document by looking at who the list is of the companies that did take waste to Lowry. Martin is not on that list, and with the huge volume of chemicals that Martin was dealing with, it does beg the question, where did the stuff go? We found internal memoranda from the state health department admitting that virtually all of Martin's waste went into the Denver water supply over a 30 year period. Now, Dr. Vernon, who was the head of the health department at that time and who's been in the head of the health department since '77, Dr. Vernon was at the helm when this permit was being reviewed, renewed when the illegal activities were allowed to continue. There is record in the Water Quality Division files of Denver Water Board personnel reporting to the state health department that they had evidence of midnight dumping occurring when Kassler was not staffed, also that they were concerned about pollutants coming into the water supply, and also evidence in the state health department files that there was no follow up to those reports. There's also we also found that a 1973 memo from the Denver Water Board to the EPA and the state indicating that any discharges by Martin into Brush Creek would directly affect the Denver water supplies, and yet the Denver Water Board today, when interviewed as recently as today, claims that there was never any contamination from Brush Creek that affected their drinking water supplies, and they even tried to deny that Brush Creek even formed a part of the Denver water supplies. We found just an unbelievable Chinatown Jack Nicholson type of movie that could be made about the situation between the Denver Water Board and clear evidence of corruption and what we believe to be criminal activity. We've had it reviewed by other criminal investigators who've concluded that yes, certainly in the case of the Denver Water Board, there's clear evidence of criminal activity, destruction of records, and certainly lies to the public and lies to the EPA about the scale of that situation. There, so we have been kind of on the forefront of exposing that situation.",martin marietta,0:16:37
Adrienne Anderson,"Well, in 1987 in October of '87 the Friendly Hills people, and myself, and a Denver Police Department detective who lives in Friendly Hills, and whose child is one of the cardiac birth defect cases, we met with Attorney General Woodard and asked him at that time to initiate a criminal investigation of this whole matter, and he indicated that he would do that, that he was very concerned about it, and I've known him for Duane Woodard for 10 years, related to other work that we've done in the state around utility issues and other things, and I've always found him to be very fair and evenhanded and honest. So I felt that I knew him well enough to just ask him directly, you know, ""Governor Romer has a big economic development program, is he going to put his finger in this and squelch this investigation? You know, the Denver Water Board is, you know, some of the big Denver Democratic Party muckety mucks that control the Denver Water Board, and are you going to go after them if you find evidence of criminal activities?"" ""Absolutely, you know, don't you worry about that. I don't care who they are, if we find evidence of that, et cetera, et cetera."" So we provided all of our documentation to the state attorney general's office investigators and directed them in other directions as to what we thought were things that we had not yet been able to corroborate, and the investigators were horrified at what we had in our, just in our possession, and what we had in our possession was all from public records, and then so we thought surely something will happen. There were even lower level personnel in charge of Martin at the state health department who had recommended criminal prosecution to the higher ups, but yet Vernon never endorsed that, and so it went on for several months where we knew they were actually collecting records and doing... [unintelligible] Yes, sure does. And we have those documents, we have all those internal memoranda... And so then there was a series of personnel changes that went on. There was a lot of disgruntlement in the Attorney General's office because concurrent with this timeframe the law firm that represents Martin Marietta, Shell at the Arsenal, as well as several other polluters around Superfund site level problems in the state is a law firm, their name is Holm Robertson Owen. You may remember that last year Holme Roberts and Owens put up a candidate to run against Peña for mayor, Don Bain is tied to the law firm that represents the major polluters in the state. Okay, he's a senior partner in that law firm, so we were concerned about that, particularly given the investigation going on at Martin. And anyway, Holme Roberts and Owens, this law firm representing the polluters, went to the state legislature and lobbied the joint budget committee of the legislature to eliminate the funding for the Attorney General's Superfund investigative division.",friendly hills;martin marietta;cover up;collusion;corruption,0:20:17
Juc Speaker,"And that was self-supporting, as I recall, they, that money was only there to get the ball rolling, and they could...",,0:23:15
Adrienne Anderson,"Recollect it, yes...",,0:23:24
Juc Speaker,"Recollect all that money, so it really wasn't a tax burden, right?",,0:23:25
Adrienne Anderson,"Right, right. But it was Holme Roberts and Owens specifically representing their clients that they wanted to eliminate the Attorney General's capacity to investigate them after we had already asked the Attorney General to conduct the investigation on one of their clients, and they were successful in doing that. So, the budget was axed by half for Duane Woodard's Attorney General's office for these kinds of investigations, and Woodard, at that time, I was, we publicly supported him in this. I was impressed that he publicly trashed Holme Roberts and Owens, and said ""these people can't beat me in the court, so that's why they're trying to take away my funding, and I'm not going to let this,"" you know, he stood up to that publicly. So this was going on at the same time. By this point, Romer had been elected, and so we have a change in administration, and Romer had copies of all the correspondence that we were sending to Dr. Vernon about the, you know, the growing numbers of cancers that were being diagnosed out there. Vernon continued to deny that there was any problem in the early stages in '84 when we began to get onto the trail that Martin was a problem. The EPA got involved and did a four month investigation that they spent a quarter of a million dollars on, and then four months hence, and they were going to announce their findings at a public meeting in the Friendly Hills community. There were about 1,100 people, Friendly Hills residents, that came to that meeting, all very worried, you know, the I mean, the people were dropping dead, the children were dropping like flies. And, that community, you know, a very intense, very difficult period. And this was this meeting was December 19th, 1984. And Congressman Schafer led the meeting. The EPA and the state had Vernon, all of the higher ups and the public health agencies were there. Congressman Schafer stood up and said, ""Merry Christmas, you have no problem. We can all get home in time for the Bronco game."" And then there was a section of people who had actually sat together in the audience that were the Martin Marietta employees that stood up and cheered. And then the victims, you know, who had lost children, you know, had questions. And we had our own expert public health expert flown in from Boston to help analyze the data. And during that meeting, our expert would say, ""Excuse me, but I don't see that you've, you know, what's the... you know, the drinking water... you've just..."" you know, they put out this little two-page fact sheet that didn't go into any of the data, so we didn't have access to it during the meeting, and no mention was made of Martin Marietta, and the victims who stood up to ask questions were booed by the Martin Marietta personnel in a highly orchestrated little campaign to subvert the residents, and after the meeting, various victims' families who came out of the meeting, then at the front of the door, were then told explicitly by Martin personnel that if they continued to speak about this, that they would be sued, so those people were harassed as they came out the door. They should not speak about this ever again. And so, in the context of that kind of harassment, I continued on with some of the, you know, couple of the families, and over the level of organizational divisions and some overt co-optation that occurred among the community leaders at that time, and it was just, you know, a very difficult, very painful period. So, at the time, then in '86 when we actually found evidence that all of these parties knew it, and in '84 to go back, when Vernon refused to take the data that the community had gathered, going door to door themselves, they had divided up, the women had said, ""I'll take this part of the neighborhood,"" and they had done this very elaborate community health survey. State would not look at it. They gave it to the EPA, and the EPA now claims that they've lost it. It's been lost.",martin marietta;friendly hills;cover up,0:23:28
Juc Speaker,There's other copies [unintelligible]?,,0:27:14
Adrienne Anderson,"Yes, but not according to the EPA, it's been lost. And the EPA is also not looking at the impacts of the Superfund pollution on the well. They've totally ignored that as well, despite all of our protests, and the reason why, of course, is that they were all complicit in having allowed it illegally. And so then we thought, well, why would be the motives? You know, what is... you know, again, why would the EPA allow? Why would the state allow this? Well, couple of significant things. The current head of the Denver Water Board was formerly in the Martin Marietta PR department. The current head of enforcement for the EPA Region Eight, which covers the six state region, including Colorado, the guy at the EPA, who's in charge of enforcing federal laws on federal facilities, i.e. the Arsenal, Rocky Flats, Martin Marietta, you know, other federal facilities in the area, he was formerly, before becoming this position in the EPA, prior to that, he was Martin Marietta's staff person in charge of environmental regulations and in complying with the laws at Martin Marietta, and signed a number of the documents that we have during the periods of time when the worst illegal dumping was occurring.",superfund;collusion;corruption;martin marietta;rocky flats;rocky mountain arsenal,0:27:17
Juc Speaker,What's his name?,corruption,0:28:32
Adrienne Anderson,Elmer Chenault,corruption,0:28:33
Juc Speaker,Is he still at the EPA?,corruption,0:28:34
Adrienne Anderson,"Yes, he is. He's still at the head of federal enforcement for federal facilities, and there are other... Now the person, Paul Ferraro, who was the head of the water quality control division for the state of Colorado until January of this year, after having made two decisions against our petitions to favor Martin Marietta, one refusing to revoke the permit when we brought to them the state's own evidence that it was going into municipal water supply, and two, allowing Martin to dump even higher levels than the state standards allow after he was at the helm, allowing Martin those two very big special favors, then was put in the position as the executive vice president for Martin Marietta's contracting firm.",corruption;martin marietta,0:28:38
Juc Speaker,[unintelligible],,0:29:23
Adrienne Anderson,"The head of the water quality control division for the state of Colorado, and the person specifically responsible for making the decisions on the permits. Now he's been put in a very cushy job with the Martin Marietta's contractor, on and doing the Mark Marietta contract work.",corruption;martin marietta,0:29:25
Juc Speaker,[unintelligible],,0:29:45
Adrienne Anderson,"Yes. Okay, so that, that, so there's that. So there's, there's the Friendly Hills situation where it sits now. ",friendly hills,0:29:47
Juc Speaker,Real friendly.,friendly hills,0:29:53
Adrienne Anderson,"Yes, very friendly. Where it sits now is two weeks ago, the National Toxics Campaign, joined by the Friendly Hills residents, the residents in the Irondale community next to the arsenal, and some representatives from communities concerned about Rocky Flats, joined with us to jointly call for Dr. Vernon to be fired by Governor Romer. And we cited all of the evidence, and you know, internal memoranda that Dr. Vernon knew, and we also showed video clips from 1984 and also from 1989 on the arsenal, where Dr. Vernon had publicly stated there are no problems. In fact, Dr. Vernon blamed the problem... he said that the situation in Friendly Hills was being trumped up by me because I was politically motivated, and so we were just, you know, creating false, false charges, and there was no evidence to support the contention that there was any problem in the neighborhood, blah blah blah blah, so he blamed it all on me. And also on the Arsenal case, well, let me finish with the situation with the Attorney General. Two weeks ago, we called for Dr. Vernon to be, to resign, or in the event that he refused to resign, then we asked Governor Romer to fire him. We asked to meet with Governor Romer to show him the depth of the evidence that we have, have no less than 500 documents that all point to the charges that we have made gathered over a five year period. We hardly believe that we are acting frivolously and without adequate documentation, and certainly to take a five year period to bring these charges public. We don't think we're acting in haste. However, the governor has yet to meet with us. We have had no communications from his office when we pressed him on this publicly at a forum of the Rocky Flats group, which Philip taped in kind of a juicy little interchange, where I asked him publicly if he was planning to follow through on our request to investigate the state health department with the charges that we had, and he asked me to step away from the microphone and discontinue speaking.",rocky flats;friendly hills;irondale;corruption;collusion;rocky mountain arsenal;cover up,0:29:54
Juc Speaker,On video?,cover up,0:32:00
Adrienne Anderson,"Yeah, and the audience, Philip has the tape of it.",cover up,0:32:01
Phil Hufford,"I have an audio tape. It was videotaped, but it was never shown on television.",cover up,0:32:05
Adrienne Anderson,"Well, the then the audience started yelling at the governor, ""Answer her question,"" you were there, and he was very antsy and really danced away, and then asked the chair to let him off the hook. ""And do I really have to answer this question? And I'm not going to debate Adrian Anderson, and this has nothing to do with anything."" And people kept pressing the point, and finally said, ""Well, I am going to look into it."" And you know, later, when pressed even more directly, said, ""Well, yes, I am going to ask for an investigation of this,"" so Romer publicly said ""yes, I am calling for an investigation of the matter,"" although he attempted to discredit the National Toxics Campaign specifically, and having brought these charges to him, he's made no effort to look at the evidence that we have, and he would find it very difficult to independently look at the evidence, because this was a gathering from all of the department's different divisions over five year period, so you know we know he has not looked at the evidence, and further, Duane Woodard had never formally responded to the Friendly Hills victims, who in '87 with us met with him and promised a criminal investigation. So we had no written legal opinion from Woodard as to his findings from this investigation that we had initiated. And now nearly two years had, 20 months had gone by, so we sent a copy to Woodard of our letter to Romer, asking for Vernon to be fired, and then gave him some of the juiciest documents that we had obtained that corroborated our charges from within the health department's own files. And so now what has happened, and also as a response to your letters that you wrote from that session to Attorney General Woodard. He didn't answer the first batch. Philip sent a second letter, certified mail. What, three weeks later, after the first one? After no response, and another two or three weeks passed, no response. So we publicly released his letter to the press and said there's been no response to these letters. And then the press, of course, started calling Woodard, ""What's the deal here?"" and calling Romer, and so we had this kind of hot potato going back and forth, and we couldn't determine where the status was, so we called yet another news conference last Friday, and again publicly invited Woodard to look into this, and demanding a response, and that they show the leadership to take this on, and Romer... Woodard's response to Philip, and to several others of you was, ""yes, I initiated a criminal investigation in 1980 full-scale criminal investigation of the state health department."" And then indicating in his letter to us that he would not proceed and could not proceed unless he had an executive order from the governor and he would not proceed unless he had the full cooperation of the state health department.",cover up;friendly hills;collusion,0:32:11
Juc Speaker,Good lord. Oh my god.,,0:35:13
Adrienne Anderson,"So Woodard saying, ""Yes, I'll investigate. We did investigate, but the statute of limitations had expired."" We don't believe that's the case, because we have evidence of continuing criminal activity from the Water Board, and from the state, and from the EPA, and from the Martin Marietta, and so we don't think that that's a legitimate excuse, and on the other hand, if he did let the statute, if the statute did run, whose fault was that? Because we certainly had given him the evidence to proceed on much prior to a three year statute having expired, even if that was a legitimate excuse. Then, on the other hand, to say I need to have an executive order from the governor, we found very strange, because we don't think he had an executive order in '87 when we knew that they were proceeding. The lower level attorneys who had been assigned the case privately, told me that, you know, they rolled their eyes when asked about the Martin investigation, and they said, ""Ask Woodard,"" kind of like that. So, you know, we suspect that Romer squished it at that time, or that Woodard decided, for his own political reasons, not to proceed, because none of the lower-level attorneys, none of the criminal investigators who were working with us on it indicated to us any, any problem with the statute, or that they were not seeing evidence of criminal activity. They were shocked, I mean, they were open, they were just floored by what we had, and so we think that's all very odd. So then Channel Seven with Woodard's letter in hand, then after our news conference, walked over to the governor's office and interviewed him. ""Governor Romer, what do you think about, you know, the charges from the National Toxics Campaign that your state health department director is guilty of corruption and collusion in this scandal involving the Martin Marietta plant,"" and on camera the governor's response was the vein started bulging out of his collar, and he was very visibly upset, and he said, quote, ""those are very radical charges. I don't treat them with much credibility."" And then his whole... and then he stopped, and then his whole expression changed, and he kind of smiled. He said, ""But I will, but I won't treat them that way. We will look into it."" So, he, a week prior, had said publicly that he was calling for a criminal investigation. He said on camera the week following that he thought there were radical charges and not worth any credibility. We know that he's not looked at the charges and looked at the evidence, and he sent the thing, he threw the hot potato back over to Woodard, and that, and Channel Seven interviewed me live on the spot to respond to what Romer had said about us, and I said, ""What's radical is that the state health department, for 30 years, would allow the poison of drinking water supply and not do anything about it. And we believe that if Romer and Woodard very quickly don't call for radical action to investigate this whole scandal that we believe that there's a need for a special prosecutor to be appointed in this, because it's clear that Romer and Woodard are in some ways complicit with allowing this not to be investigated."" So that's where we are. Well, you know, I've not researched fully that all the different avenues that could be brought into that, but certainly we will, you know, go through other congressional avenues.",martin marietta;corruption;collusion;cover up,0:35:14
Juc Speaker,[unintelligible] whole ball rolling with Rocky Flats [unintelligible],rocky flats,0:38:23
Adrienne Anderson,"Well, see, this is what we think is really odd, that in the Rocky Flats allegations, they were alleging pollution of drinking water through the Walnut Creek and Woman Creek system, which would have polluted the drinking water. We have evidence of that in the Martin case. We have evidence of 30 years of that in the Martin case. And I did meet with the US Attorney's Office last summer, and they were quite shocked at what we had, and there was no prosecution forthcoming from that, and they also very clearly didn't follow through on even the most basic investigation that should have been done then, and so here the attorney, US attorney, is going after Rocky Flats, and so I have a lot of questions about what the motives are as to why they would be investigating Rocky Flats and not Martin Marietta.",rocky flats;martin marietta,0:38:30
Juc Speaker,"Mainly because they're going to, they're going to come and have findings that say everything is fine at Rocky Flats, and if they go to Martin Marietta, they won't? Something like that?",rocky flats;martin marietta,0:39:17
Adrienne Anderson,"Well, there are different theories, so I'll just lay them out, and you may have some of your own. One is that Bush is trying, with all of the political and public pressure about these Department of Energy facilities, that the Bush administration is now trying to appear to be credible on environmental regulation by taking the take... look tough attitude on this. They're also, I think, very worried about the fact that they are trying to get reauthorization for new monies to establish new facilities for plutonium production, because these are aged facilities. And that they want to build the case that these things can be done safely, so it's just been mismanagement of the DOE. Bush is going to come in and say we're going to clean these things up, build public perception that they can be done safely, so then that there's reauthorization for new monies to create new facilities, and they've, you know, come up with a big FBI investigation. This was theoretically started under the Reagan administration with a two-year time frame before they announced this investigation, but they didn't announce this investigation until after John Glenn, senator from Ohio, had introduced numbers of bills concerning the taking away the authority of the DOE to regulate its own facilities. And so there's all this pressure in Congress to strip away DOE's rights to investigate itself with congressional pressure, and there's also this question about how are we going to build new facilities, and the head of the DOE here, when he, the new guy that just came in, what's his name, DOE guy, I was up at a meeting, a meeting in Westminster with the area mayors, and the DOE guy admitted he said, ""Well, you know, we have to operate Rocky Flat safely, so that either we can continue producing plutonium here or maybe we'll have to move our operations to a new location."" So the question of stopping plutonium production is not in anyone's mind at the DOE, and that's that's my own personal theory. Now, there, you know, there are other theories that I've heard, and I don't give, I don't have credit, you know, I don't have evidence to any one of these theories, so it's up for grabs. But other people have suggested that US Attorney Mike Norton, having run against Wirth in that district up there, and now trying to position himself for other senate leanings, maybe trying to position himself on the Rocky Flats issue to position himself against Skaggs, who's taking some leadership role on that. That's one theory going around. But certainly, if you look at the weight of the evidence, there's Martin Marietta, is much better documented, and also unfortunately we believe the public health impact that's demonstrable from that is far greater than what we've seen from Rocky Plants, which I know is a shocking statement, but the cancer rates among children, the elevated rates are higher in southern Jefferson County than they are in northern Jefferson County, and something explains that difference. So we think there's a little political footsieing going on in some direction, but we're not quite sure how to understand it, and it's very odd to think that the FBI, from the Reagan administration to the Bush administration, can go from being the sort of organization that basically investigates people like all of us and is actually serving the public interest to break down the doors of Rocky Flats, and so I just really don't know. It's very curious. I mean, why did they not do this at Martin Marietta? You know, why a DOE facility? Why not...? And the other facility that they did the same type of action in, in New York, was also a nuclear facility. So we think there's some disparities in enforcement here, and we hope to get to the bottom of it, but certainly one of the things I'd like you to do tonight is write to Governor Romer. We have substantial evidence, not only on this case, but on the Rocky Mountain Arsenal situation that indicate that Vernon acted against the advice of his own staff people in the Rocky Mountain Arsenal case, which we can also talk about.",rocky mountain arsenal;rocky flats;corruption;collusion,0:39:25
