speaker,words,tags,timestamp
Adrienne Anderson,"So, given all of that, we have to mobilize our troops against this, and what I would suggest, I mean, I, you know, certainly like to invite any questions at this point, but what I'd like to invite you to do is to join us in writing to Governor Romer one to support our call to Dr. Vernon be fired. I can go into any further evidence that you would like, and I have some of the documentation here as well. And we believe that in order to clean up... See, these problems have been allowed to develop with the complicity of the state health department, and also, you know, the governor's offices and our state legislators. So we believe that we're going to be putting out brush fires to just continue to be doing site specific work, you know, to say ""we're against Rocky Flats. Well, we're concerned about incineration."" We think that in order to clean up this state site by site, we have to clean up the state health department, and we have to start at the top. The fish rots from the head, and so, you know, we start, we have extensive evidence about Dr. Vernon's failure to handle the Friendly Hills situation properly, and in fact, that he was complicit in having covered it up and trivializing it to the public. We also have extensive information that I have here tonight about how Dr. Vernon also trivialized, made misstatements concerning the Rocky Mountain Arsenal and poisoning of the residents, and failed to take his own staff's advice to evacuate the residents. We believe that the evidence, the pattern concerning Rocky Flats, Arsenal, and Friendly Hills, from my examination of the documents is very well documented that Dr. Vernon has made insupportable statements concerning public health and safety from facilities when the evidence did not support his positions. In the... He based his statements on the Arsenal, the safety of the Irondale residents on the basis of state health department tests that were conducted during a one week period, where they tested, they tested for chem... We found that they tested the state, they, the state tested for a range of chemicals again under the governor's order, saying ""I'm going to assure these people are safe. I want additional testing done,"" very similar what he's doing now in Rocky Flats, right? Yet we had the list of the chemicals that the army put out of what was in Basin F. There were over 200 identified. We had that list. The state tested for 20 chemicals, only four of them were even in Basin F. So they're testing for chemicals that are not even identified as contaminants in Basin F. So they can say we're testing for this whole range of chemicals. They've been unable to answer that question. It's why they're testing for chemicals that aren't even known to be present, that's a problem. Of the four that are in Basin... So already they've limited what they're looking at to four chemicals. Okay, with all this other fluff that's extraneous. Of the four, they only found the presence of two, and they made their health risk assessment based upon the two even though the army had found and the EPA had found by other sampling over 29 chemicals in the Irondale community itself and the state failed to consider that evidence, so they made their statement based on two chemicals. And then we found looking further and having independent experts evaluate it that even of the two chemicals that they found, that those two chemicals alone would cause cancers up to one in 100 or up to one in 10 at the highest levels of concentrations that have been found. So, if that, if one chemical, if two chemicals can cause elevated rates of disease alone, we know that 29 were present, they failed to look at that, and then the army was not looking for the full range of contaminants in the air, they were only looking for 29. We know that there are 200 potentially, and the army hasn't even examined, doesn't... Can't even tell you beyond the 200 what else is in Basin F. So there could be literally 8000 chemicals that these people were being exposed to. The state is making claims based upon two chemicals for a seven day period, and concluding there is no health risk, and independent experts, including a toxicologist from the Denver Clinic, here concluded that Dr. Vernon should evacuate, and should have evacuated those people long, long before, and when they first got evidence of it.",rocky flats; rocky mountain arsenal; collusion; irondale;basin f;cover up,0:05:40
Juc Speaker,"You keep talking rationally about something which seems to have gone beyond the rational point, and when you can't find what's wrong while examining the surface, you sometimes have to look under the surface. I don't really know that much about this particular case, but I think, let me, let me make a hypothesis that what we are looking at is a very long chain of corruption. Perhaps you may then wonder why it is that Romer doesn't dump Vernon, rather than as he sees this coming up ready to eat him up. If he could dump Vernon, then it might not eat him up, even though he's as guilty as they are. That's what you're looking at is a chain of interlocking blackmail. Vernon knows enough about Romer, so that Vernon goes down, he'll take Romer with him, and so on down the line, including Rocky Flats, and so forth. So you have these people tied together by a...",rocky flats;corruption;collusion,0:10:03
Adrienne Anderson,Very thin string.,corruption;collusion,0:11:00
Juc Speaker,"Very thin, but lethal. So you light to fuse then... If any one thing break, if any one person in that chain breaks, the whole thing goes down.",corruption;collusion,0:11:01
Adrienne Anderson,"Well, that's what we want to do.",corruption;collusion,0:11:11
Juc Speaker,We go after Vernon...,corruption;collusion,0:11:12
Adrienne Anderson,That's what we're doing.,corruption;collusion,0:11:12
Juc Speaker,...and everything will collapse.,corruption;collusion,0:11:14
Juc Speaker,"You may, you may put what they do in the police court, or in files, with this is to grant immunity to one person, and then he starts the fuse and lights it, and it goes, it goes like wildfire. Can you, in your mind, define what this chain is? I mean, you must know many of the people in the chain, and you must be able to look at that chain, and say there's a weak member for me.",corruption;collusion,0:11:16
Adrienne Anderson,"Well, we have the weak members from the doc. The documents that we have are the weak members in the chain that are not the political appointees and the higher ups. The lower... We have a memo from Greg Starkebaum, who was responsible for the Martin site, the engineer, physical engineer responsible for the Martin site for the state that wrote a memo saying talking about the scandal, if and when the public found out about the 30 year poisoning at the Kassler water treatment plant.",corruption;collusion;cover up;martin marietta,0:11:43
Juc Speaker,You have such a letter?,cover up;martin marietta,0:12:09
Adrienne Anderson,"Yeah, I don't have that particular one with me. Well, no, I don't have it with me, but I have... I have... well, let me just quote from a Greg Starkebaum memo written to the EPA. ""There is no doubt that the drinking water collection system has been contaminated by releases from Martin Marietta since at least 1959. The contention for future repeated contamination continues to exist."" Then he goes on to blast the EPA... The internal memoranda from the lower level people in many cases, both on this case and on the arsenal case, are really quite good. Okay, here again, Starkebaum, ""many of Martin Marietta's hazardous substances and waste, and most of the contaminated groundwaters have been and will be discharged down Brush Creek after receiving questionable treatment documentation of entry of both groundwater and surface water contaminants into the Kassler Gallery is readily available, covering, covering a period of 25 years.""",martin mariettal;cover up,0:12:11
Juc Speaker,"But among other things, in unraveling this chain, you have to decide how far it goes. If you perceive somebody not to be in the chain and you go tell them about it and they turned out to be part of the chain. You're sort of wasting your time. You got to get somewhere.",cover up;collusion;corruption,0:13:12
Adrienne Anderson,"Speaking of the chain, by the way, Greg Starkebaum, that wrote this memo, and many others that we have, two weeks ago was Martin Marietta's attorneys, Holme Roberts and Owens, the week prior to Greg Starkebaum being deposed by the Friendly Hills victims attorneys offered him a job. Martin Marietta, and, which he declined. He's left the state now, but he works for a private contractor, is not complicit in this collusion scheme, but declined a position. He was the engineer responsible for the Martin site after 1985 for the state, and we kind of forced him into the corner. When we... Actually, Greg Starkebaum had written the memo, he had called the Denver Water Board commissioner, and I found a record of a telephone call of Greg calling the water board and saying there's going to be a great public scandal if and when the public finds out, so I look at that document, I'm thinking, oh great, Greg, it's your responsibility to tell the public, you know, none of this if and when business, but I got Greg's memo out of the drinking water division files, not out of his files, so he didn't know I had it right, so I've got this memo that Greg wrote, and Greg, at that point, this was in 19... early 1985 when Greg would sit at public meetings and not look at anyone in the eye and sit there silently and let all this stuff pass, all the lies, he would sit there, you know, he would sit at these meetings and sort of look down and doodle on his paper, and we thought, what's going on with him? You know, he's a very shy individual, anyway. But he would not look up, and somebody to ask a question, he'd, he'd answer it like this, and kind of look like this. And when I got that, I got that memo in March of 86 and I, when I first saw that memo, I sat down on the floor of the health department, cried, because it was like these people have all known, and you know, I went over to Starkebaum, enraged, and said, you know, you, you know, look, ""you get your butt out of this,"" you know, you. I was furious, I mean, we could have been married the way I was yelling at him, and you know, ""you figure out right now if you're on the side of the public health,"" and you know ""you, you should be embarrassed to call yourself a public official."" I just reamed him out, and you know, ""you figure out which side of this you're on. Don't you dare sit there silently at these meetings,"" and I just went on and on and on and on and on, frothing at the mouth, and he, you know, and he didn't say anything, and you know, in a few weeks went by, and then all of a sudden he turned to, you know, I mean, basically he started writing memoranda left and right, documenting what he knew, and they're all in there, and we have them all, so see, he, you know, he figured out, I think, you know, that this is a fisher bait, cut bait situation, and that we were going to find the evidence, and if he was complicit in having covered this up, which it was clear in that memo... So you look at that memo, and then you look at his subsequent memos, and that guy figured out what he needed to do to protect himself, and also he, you know, did he was quite concerned about it. He left in total, and well, he did not get the kinds of support that you would have seen expected. No, he left. He resigned the state health department in December of 88. So he's been gone four months.",friendly hills;martin marietta;corruption;cover up;collusion,0:13:25
Juc Speaker,"Well, there you are. All you have to do is go ream out each person first up the line.",,0:16:53
Adrienne Anderson,"Well, we've done that, and that's that's the evidence that we have. I mean, that's that's what we have to present to Robert. We have, I mean, I have hundreds",,0:16:57
Juc Speaker,He's the only one [unintelligible] covering his own ass.,,0:17:03
Adrienne Anderson,"Well, there are a couple of others. There are more of them on the Arsenal case, and you know, I had people actually bringing me documents, dropping them off at the door in my house at night, people calling up from the lower level of state health department saying get them, get them, get them, which we didn't have on the Martin case, but we have it on the Arsenal case, and so it's like, you know, yet another pattern of the people in the health department that are have any kind of integrity, and there are those that do, and they're highly skilled.",rocky mountain arsenal;martin marietta,0:17:07
Juc Speaker,"He didn't do it because of integrity, he did it because...",,0:17:31
Adrienne Anderson,We were on to him.,,0:17:34
Juc Speaker,"He was intelligent enough to see that when it blew, it would take him out.",,0:17:35
Adrienne Anderson,Right.,,0:17:38
Juc Speaker,"He'd be exposed, and so by writing those letters, he sort of got off the hook a bit.",,0:17:39
Adrienne Anderson,Which is what we tell all the other underlings at the state health department.,,0:17:45
Juc Speaker,Won't anybody else see that?,,0:17:47
Adrienne Anderson,"Yeah, I mean, certainly the plaintiff's attorneys have seen that, and certainly the federal court has seen it. Now, Zita Weinshienk, the judge for the Friendly Hills case, has certainly seen it. Martin and the water board tried to get the case thrown out of court for lack of evidence. She, in March, ruled that there was substantial evidence to proceed. Now we're in discovery against the defendants, and it is unbelievably juicy. And so, yes, but we want to accelerate the unraveling, because there's too much at stake, you know. We can't wait till a jury decides in 1992 on the Friendly Hills case that these people were complicit in having covered, you know, and it's not going to come to that, you know, they'll probably come to a settlement, Martin and the Water Board, you know, if they're smart, will try to buy these people off with a settlement that prohibits them from speaking, which they've refused to do, they say they're not going to agree to such a settlement, but you know, many settlements end with people being silenced, right. And then you know, but this is bigger than that. This is bigger than Friendly Hills, and it's bigger than South Jefferson County, and it's bigger. We all have to get involved in this, because you know, the burning of hazardous waste at the arsenal. What's going on at Rocky Flats? There's no... You can't live in Congress Park, and not be affected by the Friendly Hills situation. I mean, the governor has got to be nailed now on this, because there are too many pending decisions. There's too many important information that too many important... I mean, four, five Superfund sites that are going to be burning hazardous waste, unless the public stands up against it? Five? Five? Not only that, they're proposing an incinerator for hospital waste at 51st in York. Body parts and plastic, you know, plastics create dioxin when they're burned. So we're gonna have dioxin spewing out all over Denver. We have nerve gas...",friendly hills;martin marietta;cover up;rocky flats;superfund,0:17:49
Juc Speaker,Three blocks from an elementary school.,,0:19:36
Adrienne Anderson,"Three blocks from an elementary school in the city, in the city limits. So all of northern Denver, and you know, Rocky Flats is incinerating illegally, according to the, you know, allegations.",incineration;rocky flats,0:19:38
Juc Speaker,That's still going on right now.,,0:19:49
Adrienne Anderson,You know?,,0:19:51
Juc Speaker,"Well, nobody really knows.",,0:19:52
Adrienne Anderson,We don't know to...,,0:19:53
Juc Speaker,To what extent does this chain of complicity go to the press?,collusion,0:19:54
Adrienne Anderson,"Well, Channel Seven has been really great. They have been, they have been quite good. I met with the Denver Post for four hours today. They're going to do a feature on this for Sunday next... You know, they're, they don't do great stuff, but they periodically do it. Westword will have a story out next week related to this revolving door question, but we need to have you know, in that story, was that's the longest story they ever wrote in Westword, and you know, tell you, it's very extensive, it's very exhaustive to try to read it, but it's all there, few errors, but basically he got the facts right.",,0:19:58
Juc Speaker,"Excuse me, I have to go and I don't have, this is embarrassing, where Romer's addressed.",,0:20:35
Adrienne Anderson,"It's Colorado State Capitol 80203. So you know, I would suggest a key point... I mean, do people have, you know, feel comfortable about that as a thing to write letters about, or do you have other questions?",,0:20:40
Juc Speaker,I think the cover yourself or Romer is smarter.,,0:20:59
Juc Speaker,"Well, excuse me. I have a question.",,0:21:06
Juc Speaker,If you can...,,0:21:09
Juc Speaker,"What if... Why is Romer, who is a relatively new face in all this mess, so defensive or protective of all these old polluters?",,0:21:10
Adrienne Anderson,Isn't that interesting.,,0:21:21
Juc Speaker,"Yeah, and...",,0:21:22
Adrienne Anderson,Ask him in a letter.,,0:21:24
Juc Speaker,You don't have any...,,0:21:28
Adrienne Anderson,"Well, the governor was the former treasurer for the state. Governor's been around a long time. He's been an insider for a long time here. He was the former state treasurer under Lamm, and you know he's been a Colorado businessman for numbers of years, and you know, I mean, he has certainly acted defensively against things that any reasonable Democratic governor, and I, you know, I certainly, Governor Celeste in Ohio, which is the other thing we'd like to invite you to a public meeting on next Saturday, 10 o'clock to 12 o'clock. We're bringing the leader from the Fernald, Ohio Nuclear Weapons Plant in to speak about what they've done in Ohio to organize and how the governor responded there. Governor Celeste, Democratic governor, he is completely on the side of the citizens on this thing, you know, like this, blasting the DOE, and you know he's very aggressive about it. And why don't we see that here?",collusion,0:21:31
Juc Speaker,"Well, where does, where does the Governor Lamm fit into all this?",,0:22:31
Juc Speaker,He was embarrassed at the FBI...,,0:22:36
Juc Speaker,Lamm was? I never heard anything about it.,,0:22:40
Juc Speaker,"I'm sorry, Romer.",,0:22:43
Juc Speaker,"Yeah, I'm talking about Lamm? I mean, because Lamm was obviously a major character when most of this... when I was out there, so Lamm was the man in charge.",,0:22:44
Adrienne Anderson,"We also have a memo memo that got that came out of Senator Hart's files dated 1986 just prior to him leaving the Senate. His files in the Senate got turned over to University of Colorado Archives. In those records is a memo memo between Hart staff and Lamm staff trying to shut up the people in Friendly Hills about the Martin situation. And developing a plan, a staff plan to prevent the formation of a Martin Marietta Monitoring Committee, and referring to the victims in Friendly Hills again, people just like, you know, all of you who lost children as ""crazies.""",corruption;collusion;martin marietta;friendly hills,0:22:52
Juc Speaker,"That was from Mark, huh?",,0:23:40
Adrienne Anderson,"It's at the Mennonite, Arvada Mennonite Church at, on Miller Street, 58th and Miller Street, 10 to 12 on the 22nd Saturday. So...",,0:23:41
Juc Speaker,"[unintelligible] Well, I read a newspaper that will say drinking water. Okay, and we'll say, but it says it said the newspaper there was fines, some heavy plutonium on the bottom of the lake.",,0:23:58
Adrienne Anderson,"Yes, we...",,0:24:21
Adrienne Anderson,"...agreement is full of holes, and it's not not protective. Thank you. Write those letters.",,0:24:24
Juc Speaker,The... I'm writing 60 Minutes.,,0:24:36
Adrienne Anderson,"Actually 60 minutes filmed the beginning of this Friendly Hill scandal in October of 1984. Well, they've never produced the story, but they start... They have been collecting film on this. October 1984, they filmed a meeting at Jefferson County with Martin with the what with the state health department and EPA yelling to the victims that there was no problem at Martin Marietta. So we're trying to up their interest in doing just that.",friendly hills;martin marietta,0:24:39
Juc Speaker,"The thing which started the nuclear thing on the rattle [unintelligible] things like Three Mile Island, Chernobyl, but one of them certainly was The China Syndrome movie. I mean, that was exciting enough movie to get the attention to the kind of people who would not go just and their obvious self-interest, and they did, and it's a major piece. Have you sold the screen rights to this yet?",,0:25:17
Adrienne Anderson,"No, but we're, we've had discussions in that area.",,0:25:45
Juc Speaker,"My son, my son was a reporter on the Rocky Mountain News in 1979, 80, 81 through there, and he particularly followed the Carl Johnson story. He was in communications and... He's a screenwriter, and he's had several plays, three or four plays produced, and that's what he'd rather do, but two or three television shows, and he'll be out here in a little while, and they can talk to you, okay, and in fact, if you know, all you would have to do would be look like you were going to do something about that, and more people would come unraveled. I mentioned it's one thing to be privately know you're that way, and then to know that it could be a box office hit.",,0:25:50
Adrienne Anderson,"Yeah, well, I am planning to write a book about it, and we have talked to various producers about just that, so. That, you know, we have thought about that as a way to go. I mean, this, I mean, I saw Karen, I saw the movie Silkwood the other night, Channel Two played it. Peanuts.",,0:26:33
Juc Speaker,What do you mean by Peanuts?,,0:26:53
Adrienne Anderson,"Peanuts, compared to this story.",,0:26:54
Juc Speaker,"[unintelligible] Oh, yeah, the public watches movies, they don't read anymore.",,0:26:55
Adrienne Anderson,Good idea.,,0:27:08
Juc Speaker,What is it?,,0:27:10
Adrienne Anderson,"It's $25 and that's it. Yeah, I haven't...",,0:27:13
Juc Speaker,...spent $25 you know...,,0:27:23
Adrienne Anderson,"We don't get, we don't get money from Rockwell, and we don't get money from Martin Marietta, and the governor hasn't donated recently, but it was a weekly that was, did some pretty good investigative journals.",martin martietta;rocky flats,0:27:27
